"X.1","X","Parent.s.age..years.","Parent.s.sex","Parent.s.education.level","Employment.status","Family.type","Your.average.household.income.per.month..BDT.","Child.s.sex","Child.s.age..years.","Number.of.children","Who.is.the.leading.child.caregiver.at.home.","Are.grandparents.at.home.involved.in.treatment.decisions.when.your.child.is.ill.","Antibiotic.kills.the.bacteria.Yes.","X.Amoxicillin.is.an.antibiotic..Yes.","X.Azithromycin.is.an.antibiotic.Yes.","X.Paracetamol.is.an.antibiotic.No.","X.Antibiotic.kills.the.virus.No.","X.Antibiotics.used.to.treat.diarrhoea.Yes.","X.Antibiotics.are.useful.for.flu.and.cough.No.","X.Antibiotic.resistant.bacteria.are.difficult.to.treat.Yes.","X.Misuse.of.antibiotics.can.lead.to.antibiotic.resistant.bacteria.Yes.","X.Antibiotics.can.cause.allergic.reactions.Yes.","X.Antibiotics.can.kill.0rmal.flora.Yes.","X.Infectious.disease.are.becoming.difficult.to.treat.with.antibiotics.Yes.","Total_Knowledge_Score","Percent_Knowledge_Score","X.I.will.see.another.doctor.if.the.first.one.has.not.been.prescribed.antibiotics.Disagree.","X.I.am.not.satisfied.if.the.doctor.does.not.prescribe.an.antibiotic.to.me.Disagree.","X.Antibiotics.are.safe.and.hence.can.be.used.commonly.Disagree.","X.Sick.child.is.given.antibiotics..even.there.is.no.indication.Disagree.","X.Antibiotics.can.improve.fever.in.children.Disagree.","A.child.with.cold.is.given.antibiotics.Disagree.","I.stop.antibiotics.when.my.child.condition.improves.Disagree.","I.reusing.the.same.antibiotics.for.similar.symptoms.Disagree.","Leftover.antibiotics.are.good.to.keep.at.home.in.case.I.might.need.them.for.my.child.later.on.Disagree.","Doctors.often.take.time.to.inform.parents.how.antibiotics.should.be.used.for.their.children.Disagree.","Total_Attitude_Score","Percent_Attitude_Score","X.I.give.my.children.antibiotics.No.","X.I.check.expiring.date.of.antibiotic.before.giving.to.children.Yes.","X.I.seek.medical.advice.before.giving.antibiotic.to.my.children.Yes.","X.I.give.my.children.antibiotics.when.they.get.cough.No.","X.I.like.to.take.antibiotic.from.pharmacy.instead.of.taking.from.doctor.No.","X.My.child.should.complete.a.given.dose..even.he.improve.after.2.dose.Yes.","Total_Practice_Score","Percent_Practice_Score","Source.s..of.information.about.antibiotics","Information.provided.by.pharmaceutical.companies.leaflet","Information.from.prescribers","Information.from.dispensers","Information.from.nurses","Information.given.by.a.colleague","Information.from.University.courses","Internet","Social.media","Others...55","Why.would.you.give.your.child.antibiotics.without.a.physician.s.advice...You.can.choose.more.than.one.","I.thought.that.my.child.s.condition.was.not.severe.enough","I.didn.t.have.enough.time.to.visit.a.doctor","I.didn.t.have.enough.money.to.pay.for.the.hospital.visit","Lack.of.hospitals.in.the.nearest.place","It.is.convenient.to.purchase.antibiotics.from.retail.pharmacies","Lack.of.trust.in.medical.service","No.confidence.with.doctor.s.medication","Easier.to.apply.previous.prescription","Suggestions.from.others","Knowledge.of.antibiotics","I.don.t.give.antibiotics.without.doctor.s.consultation","Others...68","Knowledge_Level","Attitude_Level","Practice_Level","Parents_age_years","Parents_sex","Parents_education_level","Employment_status","Family_type","Your_average_household_income_per_month_USD","Childs_sex","Childs_age","Number_of_children","Who_is_the_leading_child_caregiver_at_home","Are_grandparents_at_home_involved_in_treatment_decisions_when_your_child_is_ill.","Knowledge_Level_cat","Attitude_Level_cat","Practice_Level_cat"
538,538,3,2,6,1,3,3,2,2,2,2,1,0,1,1,0,0,0,0,0,0,1,0,0,3,30,1,1,1,1,1,0,1,1,1,1,9,90,0,1,1,1,1,1,5,83.3333333333333,FALSE,0,1,0,0,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,"36-45","Female","Postgraduate","Employed","Extended Family","High (greater than 550 USD)","Female","5-9","2","Mother","Never","Poor","Positive","Good"
539,539,2,2,6,3,3,2,2,3,2,4,1,0,1,0,1,0,0,0,0,1,0,1,0,4,40,1,1,1,1,0,1,1,1,1,1,9,90,0,1,1,0,1,1,4,66.6666666666667,FALSE,0,0,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,"25-35","Female","Postgraduate","Not Employed","Extended Family","Middle (less than 550 USD)","Female",">10","2","Grandmother","Never","Poor","Positive","Misuse"
540,540,1,2,3,3,2,2,1,2,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0,3,30,1,1,1,1,1,1,1,1,1,1,10,100,1,1,1,1,1,1,6,100,FALSE,0,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,"< 25","Female","Secondary","Not Employed","Single Family","Middle (less than 550 USD)","Male","5-9","1","Mother","Never","Poor","Positive","Good"
541,541,3,2,5,2,2,2,2,1,2,2,1,1,1,1,1,0,0,0,0,1,0,0,1,6,60,1,1,0,0,0,1,1,1,1,1,7,70,0,1,1,1,1,0,4,66.6666666666667,FALSE,0,1,1,0,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,"36-45","Female","Undergraduate","Self Employed","Single Family","Middle (less than 550 USD)","Female","<5","2","Mother","Never","Moderate","Uncertain","Misuse"
542,542,4,1,6,1,1,2,1,3,2,2,1,1,1,1,1,1,0,0,1,1,0,1,1,9,90,1,1,0,0,0,1,1,1,1,1,7,70,0,1,1,1,1,0,4,66.6666666666667,FALSE,0,1,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,"> 45","Male","Postgraduate","Employed","Nuclear Family","Middle (less than 550 USD)","Male",">10","2","Mother","Never","Good","Uncertain","Misuse"
543,543,3,1,5,1,1,2,2,2,3,2,2,1,1,1,1,0,1,0,1,1,0,1,1,9,90,1,1,0,1,0,0,1,1,1,1,7,70,0,1,1,0,1,0,3,50,FALSE,0,1,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,"36-45","Male","Undergraduate","Employed","Nuclear Family","Middle (less than 550 USD)","Female","5-9",">=3","Mother","Often","Good","Uncertain","Misuse"
544,544,3,1,5,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,1,0,1,0,6,60,1,1,0,1,0,0,1,0,0,1,5,50,0,1,1,0,1,0,3,50,FALSE,0,0,1,1,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,"36-45","Male","Undergraduate","Employed","Nuclear Family","Low (less than 350 USD)","Male","<5","1","Mother","Never","Moderate","Uncertain","Misuse"
545,545,2,1,5,1,1,2,2,2,1,2,1,1,0,1,1,1,1,0,0,1,0,1,1,8,80,1,1,0,0,0,1,1,1,1,1,7,70,0,1,1,0,0,0,2,33.3333333333333,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,"25-35","Male","Undergraduate","Employed","Nuclear Family","Middle (less than 550 USD)","Female","5-9","1","Mother","Never","Good","Uncertain","Misuse"
546,546,3,1,5,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,1,1,0,1,0,7,70,1,1,0,1,0,1,1,0,1,0,6,60,0,1,1,1,0,0,3,50,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"36-45","Male","Undergraduate","Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Mother","Often","Moderate","Uncertain","Misuse"
547,547,2,2,5,2,1,2,1,1,1,2,2,1,1,1,1,1,0,0,1,1,0,1,1,9,90,1,1,0,1,0,1,1,1,1,1,8,80,0,1,1,1,1,0,4,66.6666666666667,FALSE,0,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,"25-35","Female","Undergraduate","Self Employed","Nuclear Family","Middle (less than 550 USD)","Male","<5","1","Mother","Often","Good","Positive","Misuse"
548,548,2,2,2,3,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,2,20,1,1,0,1,0,0,0,0,0,1,4,40,0,0,0,0,0,0,0,0,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"25-35","Female","Secondary","Not Employed","Nuclear Family","Low (less than 350 USD)","Female","5-9","2","Mother","Often","Poor","Negative","Misuse"
549,549,3,2,1,3,1,2,2,3,3,2,1,1,1,1,1,0,1,0,0,1,0,1,0,7,70,1,1,0,1,0,0,1,0,0,1,5,50,0,0,0,0,0,0,0,0,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,"36-45","Female","Primary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Female",">10",">=3","Mother","Never","Moderate","Uncertain","Misuse"
550,550,3,1,3,1,1,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10,1,1,0,1,0,0,1,0,0,1,5,50,0,0,0,0,0,0,0,0,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,"36-45","Male","Secondary","Employed","Nuclear Family","Middle (less than 550 USD)","Female","5-9","2","Mother","Never","Poor","Uncertain","Misuse"
551,551,3,1,3,1,2,2,2,2,1,2,2,1,0,0,1,0,1,0,0,1,0,0,0,4,40,1,1,0,0,0,0,1,0,0,1,4,40,0,0,1,0,0,0,1,16.6666666666667,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"36-45","Male","Secondary","Employed","Single Family","Middle (less than 550 USD)","Female","5-9","1","Mother","Often","Poor","Negative","Misuse"
552,552,3,2,5,2,2,2,2,2,2,2,2,1,0,0,1,0,1,0,0,1,0,1,1,6,60,1,1,0,1,0,0,1,0,0,0,4,40,0,0,1,0,0,1,2,33.3333333333333,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"36-45","Female","Undergraduate","Self Employed","Single Family","Middle (less than 550 USD)","Female","5-9","2","Mother","Often","Moderate","Negative","Misuse"
553,553,3,2,6,2,1,2,1,2,2,2,2,1,1,1,1,1,1,0,1,1,0,1,1,10,100,1,1,0,1,0,0,1,0,0,1,5,50,0,1,0,0,0,0,1,16.6666666666667,FALSE,0,1,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,"36-45","Female","Postgraduate","Self Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Mother","Often","Good","Uncertain","Misuse"
554,554,3,1,3,3,1,2,1,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,1,3,30,1,1,0,1,1,1,1,1,1,1,9,90,0,1,1,0,1,0,3,50,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,"36-45","Male","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Mother","Often","Poor","Positive","Misuse"
555,555,3,2,3,1,1,2,1,2,1,2,2,1,0,0,1,1,1,0,0,1,0,0,1,6,60,1,1,0,1,0,0,0,0,0,1,4,40,0,0,0,0,0,1,1,16.6666666666667,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"36-45","Female","Secondary","Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","1","Mother","Often","Moderate","Negative","Misuse"
556,556,3,2,3,2,1,2,1,2,2,2,2,1,0,0,1,0,1,0,1,1,0,1,1,7,70,1,1,0,0,0,0,1,0,0,1,4,40,0,1,0,0,0,0,1,16.6666666666667,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"36-45","Female","Secondary","Self Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Mother","Often","Moderate","Negative","Misuse"
557,557,4,2,3,3,1,2,1,3,3,2,1,1,0,0,1,0,0,0,0,1,0,0,1,4,40,1,1,0,0,0,0,1,0,0,1,4,40,0,0,0,0,0,0,0,0,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"> 45","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male",">10",">=3","Mother","Never","Poor","Negative","Misuse"
558,558,3,2,3,3,1,2,1,2,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,2,20,1,1,0,0,0,0,1,0,0,1,4,40,0,0,0,0,0,0,0,0,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"36-45","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Mother","Often","Poor","Negative","Misuse"
559,559,2,2,3,3,1,2,1,2,1,2,2,1,0,0,1,0,1,0,0,1,0,0,1,5,50,1,1,1,1,0,0,0,0,0,1,5,50,0,1,1,1,1,0,4,66.6666666666667,FALSE,0,1,0,0,0,0,0,1,0,FALSE,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,"25-35","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","1","Mother","Often","Moderate","Uncertain","Misuse"
560,560,2,2,5,3,1,2,1,2,1,2,2,0,0,0,1,0,1,0,0,1,0,0,0,3,30,1,1,0,1,0,0,1,0,0,1,5,50,0,0,1,0,0,0,1,16.6666666666667,FALSE,0,1,1,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,"25-35","Female","Undergraduate","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","1","Mother","Often","Poor","Uncertain","Misuse"
561,561,2,1,5,2,1,2,2,2,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,2,20,1,1,1,1,0,0,0,1,1,0,6,60,0,1,1,1,0,1,4,66.6666666666667,FALSE,0,1,0,0,0,1,0,1,0,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,"25-35","Male","Undergraduate","Self Employed","Nuclear Family","Middle (less than 550 USD)","Female","5-9","1","Father","Often","Poor","Uncertain","Misuse"
562,562,2,2,2,3,3,2,1,2,3,1,4,0,0,0,1,1,1,0,0,0,0,0,0,3,30,1,1,0,1,0,0,1,1,1,0,6,60,1,1,1,1,1,1,6,100,FALSE,0,1,0,0,0,1,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,"25-35","Female","Secondary","Not Employed","Extended Family","Middle (less than 550 USD)","Male","5-9",">=3","Father","Always","Poor","Uncertain","Good"
563,563,3,2,2,3,3,2,2,3,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,2,20,0,1,0,0,0,0,1,1,0,0,3,30,0,1,1,0,1,1,4,66.6666666666667,FALSE,0,1,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,"36-45","Female","Secondary","Not Employed","Extended Family","Middle (less than 550 USD)","Female",">10","2","Father","Often","Poor","Negative","Misuse"
564,564,2,2,2,3,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,1,1,0,0,0,1,0,1,0,4,40,1,1,1,1,1,1,6,100,FALSE,0,1,1,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,"25-35","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","1","Father","Never","Poor","Negative","Good"
565,565,2,2,1,3,1,2,1,2,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,2,20,1,1,0,0,0,0,1,1,1,0,5,50,0,1,1,1,1,1,5,83.3333333333333,FALSE,0,1,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,"25-35","Female","Primary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","1","Father","Always","Poor","Uncertain","Good"
566,566,3,2,2,3,1,2,1,2,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,3,30,0,1,1,0,0,0,1,1,1,0,5,50,1,1,1,1,1,1,6,100,FALSE,0,1,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,"36-45","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Father","Often","Poor","Uncertain","Good"
567,567,3,2,6,3,1,2,1,3,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,4,40,0,1,1,0,0,0,1,1,1,0,5,50,1,1,1,1,1,1,6,100,FALSE,0,1,1,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,"36-45","Female","Postgraduate","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male",">10","2","Father","Never","Poor","Uncertain","Good"
568,568,3,2,2,3,1,2,1,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,20,1,1,1,0,0,0,1,1,0,0,5,50,1,1,1,1,1,1,6,100,FALSE,0,1,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,"36-45","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male",">10","2","Father","Never","Poor","Uncertain","Good"
569,569,3,2,1,3,3,3,2,2,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,3,30,1,1,1,0,0,0,1,1,1,0,6,60,1,1,1,1,1,1,6,100,FALSE,0,1,0,0,1,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,"36-45","Female","Primary","Not Employed","Extended Family","High (greater than 550 USD)","Female","5-9","2","Father","Often","Poor","Uncertain","Good"
570,570,2,2,6,3,1,2,1,2,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,1,0,0,0,0,1,1,1,0,5,50,1,1,1,1,1,1,6,100,FALSE,0,1,1,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,"25-35","Female","Postgraduate","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Father","Often","Poor","Uncertain","Good"
571,571,3,2,6,3,2,2,1,2,3,2,1,1,1,1,1,0,1,0,1,0,0,1,0,7,70,1,1,1,1,1,1,1,1,1,1,10,100,1,1,1,1,0,1,5,83.3333333333333,FALSE,0,1,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,"36-45","Female","Postgraduate","Not Employed","Single Family","Middle (less than 550 USD)","Male","5-9",">=3","Mother","Never","Moderate","Positive","Good"
572,572,3,1,5,2,1,2,1,3,2,2,2,0,1,1,1,0,1,0,0,1,0,0,0,5,50,0,1,1,1,0,0,1,0,1,1,6,60,0,1,0,0,0,1,2,33.3333333333333,FALSE,0,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,"36-45","Male","Undergraduate","Self Employed","Nuclear Family","Middle (less than 550 USD)","Male",">10","2","Mother","Often","Moderate","Uncertain","Misuse"
573,573,2,2,5,3,1,2,1,2,2,2,2,0,1,1,1,0,1,0,1,0,0,0,0,5,50,1,1,1,1,0,0,1,1,1,0,7,70,1,1,1,0,1,1,5,83.3333333333333,FALSE,0,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,"25-35","Female","Undergraduate","Not Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","2","Mother","Often","Moderate","Uncertain","Good"
574,574,2,2,3,3,1,2,2,2,2,2,4,0,0,0,1,0,0,0,0,0,1,0,0,2,20,1,1,0,1,0,1,0,1,1,1,7,70,0,0,0,0,0,1,1,16.6666666666667,FALSE,0,1,0,0,0,0,0,0,0,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,"25-35","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Female","5-9","2","Mother","Always","Poor","Uncertain","Misuse"
575,575,2,2,5,3,1,3,1,2,2,2,2,0,0,0,1,0,1,0,1,0,1,1,1,6,60,0,1,1,1,1,0,1,0,1,0,6,60,0,1,1,0,0,1,3,50,FALSE,0,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,"25-35","Female","Undergraduate","Not Employed","Nuclear Family","High (greater than 550 USD)","Male","5-9","2","Mother","Often","Moderate","Uncertain","Misuse"
576,576,2,2,5,3,2,2,1,2,1,2,1,1,1,0,1,1,1,0,1,1,1,1,0,9,90,1,1,1,1,0,0,1,1,1,0,7,70,1,0,1,1,1,1,5,83.3333333333333,FALSE,1,0,1,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,"25-35","Female","Undergraduate","Not Employed","Single Family","Middle (less than 550 USD)","Male","5-9","1","Mother","Never","Good","Uncertain","Good"
577,577,2,2,3,3,1,2,2,1,1,2,2,1,0,0,1,0,1,0,1,1,1,1,0,7,70,1,1,0,0,0,0,1,1,1,0,5,50,1,0,1,1,1,1,5,83.3333333333333,FALSE,0,1,1,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,"25-35","Female","Secondary","Not Employed","Nuclear Family","Middle (less than 550 USD)","Female","<5","1","Mother","Often","Moderate","Uncertain","Good"
578,578,3,1,6,1,1,3,1,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,0,10,100,1,1,1,1,0,0,1,1,1,0,7,70,1,0,1,1,1,1,5,83.3333333333333,FALSE,0,0,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,"36-45","Male","Postgraduate","Employed","Nuclear Family","High (greater than 550 USD)","Male","5-9","2","Mother","Often","Good","Uncertain","Good"
579,579,3,2,6,1,1,3,2,3,3,2,2,1,1,1,1,0,0,1,1,1,1,1,0,9,90,1,1,0,1,1,1,1,1,1,0,8,80,1,0,1,1,1,1,5,83.3333333333333,FALSE,0,0,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,"36-45","Female","Postgraduate","Employed","Nuclear Family","High (greater than 550 USD)","Female",">10",">=3","Mother","Often","Good","Positive","Good"
580,580,3,1,3,2,1,3,1,3,2,2,1,0,1,1,1,0,0,0,1,1,1,0,0,6,60,0,0,0,1,0,0,1,1,1,0,4,40,1,1,1,1,1,0,5,83.3333333333333,FALSE,0,0,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,"36-45","Male","Secondary","Self Employed","Nuclear Family","High (greater than 550 USD)","Male",">10","2","Mother","Never","Moderate","Negative","Good"
581,581,2,2,6,3,1,3,2,2,2,2,2,1,1,1,1,0,0,1,0,0,1,1,0,7,70,1,1,1,1,1,1,1,1,1,0,9,90,1,1,1,1,1,1,6,100,FALSE,0,1,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,"25-35","Female","Postgraduate","Not Employed","Nuclear Family","High (greater than 550 USD)","Female","5-9","2","Mother","Often","Moderate","Positive","Good"
582,582,3,2,6,3,2,3,2,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0,9,90,1,1,1,1,1,1,1,1,1,0,9,90,1,0,1,1,1,1,5,83.3333333333333,FALSE,0,0,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,"36-45","Female","Postgraduate","Not Employed","Single Family","High (greater than 550 USD)","Female","5-9","1","Mother","Never","Good","Positive","Good"
583,583,2,2,6,3,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,12,120,1,1,0,1,1,0,1,1,1,0,7,70,1,1,1,1,1,1,6,100,FALSE,1,0,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,"25-35","Female","Postgraduate","Not Employed","Single Family","High (greater than 550 USD)","Female","5-9","1","Mother","Never","Good","Uncertain","Good"
584,584,2,2,4,3,1,3,2,3,3,2,1,0,0,1,1,0,1,1,1,1,1,0,0,7,70,1,1,1,1,1,1,1,1,1,0,9,90,1,0,1,1,1,1,5,83.3333333333333,FALSE,0,0,0,0,0,0,1,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,"25-35","Female","Secondary","Not Employed","Nuclear Family","High (greater than 550 USD)","Female",">10",">=3","Mother","Never","Moderate","Positive","Good"
585,585,3,1,3,2,1,2,1,3,2,2,2,0,1,1,0,0,0,1,0,1,1,1,0,6,60,1,1,1,0,0,0,1,1,1,0,6,60,1,1,1,0,0,0,3,50,FALSE,0,1,0,0,0,0,1,1,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"36-45","Male","Secondary","Self Employed","Nuclear Family","Middle (less than 550 USD)","Male",">10","2","Mother","Often","Moderate","Uncertain","Misuse"
586,586,3,1,3,2,1,2,1,3,2,2,1,0,1,1,1,0,0,1,1,1,0,0,1,7,70,0,1,0,1,1,0,0,0,0,0,3,30,1,0,1,0,0,1,3,50,FALSE,0,1,0,1,0,0,1,1,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"36-45","Male","Secondary","Self Employed","Nuclear Family","Middle (less than 550 USD)","Male",">10","2","Mother","Never","Moderate","Negative","Misuse"
587,587,2,1,6,1,1,2,2,2,2,2,1,0,1,1,1,0,0,1,1,1,0,1,1,8,80,0,1,1,1,1,1,1,1,1,0,8,80,1,0,1,1,1,0,4,66.6666666666667,FALSE,0,1,0,0,0,0,1,1,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,"25-35","Male","Postgraduate","Employed","Nuclear Family","Middle (less than 550 USD)","Female","5-9","2","Mother","Never","Good","Positive","Misuse"
588,588,2,1,3,2,1,2,1,2,1,2,2,1,0,0,1,0,0,0,1,1,0,0,1,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,33.3333333333333,FALSE,1,0,1,0,0,0,1,1,0,FALSE,1,0,0,1,1,0,0,1,1,0,0,0,2,1,1,"25-35","Male","Secondary","Self Employed","Nuclear Family","Middle (less than 550 USD)","Male","5-9","1","Mother","Often","Moderate","Negative","Misuse"
589,589,2,1,3,2,2,2,1,2,2,2,1,1,0,0,1,0,0,0,1,1,0,0,0,4,40,1,1,0,0,0,0,1,1,1,0,5,50,0,0,1,0,0,1,2,33.3333333333333,FALSE,1,1,0,0,0,0,1,1,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,"25-35","Male","Secondary","Self Employed","Single Family","Middle (less than 550 USD)","Male","5-9","2","Mother","Never","Poor","Uncertain","Misuse"
590,590,3,1,6,1,2,2,2,3,2,2,2,0,0,0,0,0,0,0,1,1,1,0,1,4,40,0,0,0,1,0,0,0,0,0,0,1,10,0,1,1,1,0,0,3,50,FALSE,1,0,1,1,0,0,1,0,0,FALSE,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,"36-45","Male","Postgraduate","Employed","Single Family","Middle (less than 550 USD)","Female",">10","2","Mother","Often","Poor","Negative","Misuse"
591,591,2,1,4,2,2,2,2,2,3,2,1,0,1,1,1,0,0,1,1,1,0,0,1,7,70,1,1,0,0,0,0,1,1,1,0,5,50,1,0,1,1,1,1,5,83.3333333333333,FALSE,0,1,0,0,0,0,1,1,0,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"25-35","Male","Secondary","Self Employed","Single Family","Middle (less than 550 USD)","Female","5-9",">=3","Mother","Never","Moderate","Uncertain","Good"
